date,nav,acc_nav
2022-06-07,1.0766,1.1066
2022-06-08,1.0768,1.1068
2022-06-09,1.0772,1.1072
2022-06-10,1.0773,1.1073
2022-06-13,1.0774,1.1074
2022-06-14,1.0774,1.1074
2022-06-15,1.0772,1.1072
2022-06-16,1.0775,1.1075
2022-06-17,1.078,1.108
2022-06-20,1.0776,1.1076
2022-06-21,1.0779,1.1079
2022-06-22,1.0783,1.1083
2022-06-23,1.0786,1.1086
2022-06-24,1.0785,1.1085
2022-06-27,1.0768,1.1068
2022-06-28,1.0769,1.1069
2022-06-29,1.0774,1.1074
2022-06-30,1.0777,1.1077
2022-07-01,1.0782,1.1082
2022-07-04,1.0772,1.1072
2022-07-05,1.077,1.107
2022-07-06,1.0771,1.1071
2022-07-07,1.0774,1.1074
2022-07-08,1.0776,1.1076
2022-07-11,1.0784,1.1084
2022-07-12,1.0792,1.1092
2022-07-13,1.0794,1.1094
2022-07-14,1.0801,1.1101
2022-07-15,1.0805,1.1105
2022-07-18,1.0812,1.1112
2022-07-19,1.0811,1.1111
2022-07-20,1.0817,1.1117
2022-07-21,1.0822,1.1122
2022-07-22,1.082,1.112
2022-07-25,1.0826,1.1126
2022-07-26,1.0835,1.1135
2022-07-27,1.0837,1.1137
2022-07-28,1.0831,1.1131
2022-07-29,1.0843,1.1143
2022-08-01,1.0855,1.1155
2022-08-02,1.0862,1.1162
2022-08-03,1.0872,1.1172
2022-08-04,1.0876,1.1176
2022-08-05,1.0872,1.1172
2022-08-08,1.0868,1.1168
2022-08-09,1.0861,1.1161
2022-08-10,1.0855,1.1155
2022-08-11,1.0856,1.1156
2022-08-12,1.0857,1.1157
2022-08-15,1.0881,1.1181
2022-08-16,1.0884,1.1184
2022-08-17,1.0884,1.1184
2022-08-18,1.0889,1.1189
2022-08-19,1.0889,1.1189
2022-08-22,1.0886,1.1186
2022-08-23,1.038,1.118
2022-08-24,1.0381,1.1181
2022-08-25,1.0373,1.1173
2022-08-26,1.0372,1.1172
2022-08-29,1.038,1.118
2022-08-30,1.0387,1.1187
2022-08-31,1.0391,1.1191
2022-09-01,1.0394,1.1194
2022-09-02,1.0398,1.1198
2022-09-05,1.0404,1.1204
2022-09-06,1.0406,1.1206
2022-09-07,1.0406,1.1206
2022-09-08,1.0406,1.1206
2022-09-09,1.0403,1.1203
2022-09-13,1.0406,1.1206
2022-09-14,1.0404,1.1204
2022-09-15,1.0405,1.1205
2022-09-16,1.0402,1.1202
2022-09-19,1.0402,1.1202
2022-09-20,1.0404,1.1204
2022-09-21,1.0409,1.1209
2022-09-22,1.0412,1.1212
2022-09-23,1.0412,1.1212
2022-09-26,1.0402,1.1202
2022-09-27,1.0402,1.1202
2022-09-28,1.04,1.12
2022-09-29,1.0401,1.1201
2022-09-30,1.0399,1.1199
2022-10-10,1.0415,1.1215
2022-10-11,1.0414,1.1214
2022-10-12,1.042,1.122
2022-10-13,1.0423,1.1223
2022-10-14,1.0428,1.1228
2022-10-17,1.043,1.123
2022-10-18,1.043,1.123
2022-10-19,1.0433,1.1233
2022-10-20,1.0433,1.1233
2022-10-21,1.0433,1.1233
2022-10-24,1.0434,1.1234
2022-10-25,1.0428,1.1228
2022-10-26,1.0433,1.1233
2022-10-27,1.0437,1.1237
2022-10-28,1.0439,1.1239
2022-10-31,1.0443,1.1243
2022-11-01,1.0439,1.1239
2022-11-02,1.0436,1.1236
2022-11-03,1.0437,1.1237
2022-11-04,1.0435,1.1235
2022-11-07,1.0434,1.1234
2022-11-08,1.0431,1.1231
2022-11-09,1.0428,1.1228
2022-11-10,1.042,1.122
2022-11-11,1.0413,1.1213
2022-11-14,1.0377,1.1177
2022-11-15,1.0369,1.1169
2022-11-16,1.0358,1.1158
2022-11-17,1.0376,1.1176
2022-11-18,1.0381,1.1181
2022-11-21,1.0389,1.1189
2022-11-22,1.039,1.119
2022-11-23,1.0402,1.1202
2022-11-24,1.0406,1.1206
2022-11-25,1.04,1.12
2022-11-28,1.0395,1.1195
2022-11-29,1.0381,1.1181
2022-11-30,1.0379,1.1179
2022-12-01,1.0383,1.1183
2022-12-02,1.0386,1.1186
2022-12-05,1.0383,1.1183
2022-12-06,1.0374,1.1174
2022-12-07,1.0376,1.1176
2022-12-08,1.0375,1.1175
2022-12-09,1.0371,1.1171
2022-12-12,1.0366,1.1166
2022-12-13,1.0356,1.1156
2022-12-14,1.0372,1.1172
2022-12-15,1.0371,1.1171
2022-12-16,1.037,1.117
2022-12-19,1.0381,1.1181
2022-12-20,1.038,1.118
2022-12-21,1.0383,1.1183
2022-12-22,1.0392,1.1192
2022-12-23,1.0403,1.1203
2022-12-26,1.04,1.12
2022-12-27,1.0392,1.1192
2022-12-28,1.04,1.12
2022-12-29,1.0412,1.1212
2022-12-30,1.0416,1.1216
2022-12-31,1.0416,1.1216
2023-01-03,1.0421,1.1221
2023-01-04,1.0424,1.1224
2023-01-05,1.042,1.122
2023-01-06,1.0412,1.1212
2023-01-09,1.0411,1.1211
2023-01-10,1.0401,1.1201
2023-01-11,1.0405,1.1205
2023-01-12,1.0407,1.1207
2023-01-13,1.0404,1.1204
2023-01-16,1.0397,1.1197
2023-01-17,1.0399,1.1199
2023-01-18,1.0402,1.1202
2023-01-19,1.0403,1.1203
2023-01-20,1.0405,1.1205
2023-01-30,1.0411,1.1211
2023-01-31,1.0413,1.1213
2023-02-01,1.0412,1.1212
2023-02-02,1.0415,1.1215
2023-02-03,1.0417,1.1217
2023-02-06,1.0417,1.1217
2023-02-07,1.0414,1.1214
2023-02-08,1.0414,1.1214
2023-02-09,1.0416,1.1216
2023-02-10,1.0419,1.1219
2023-02-13,1.0421,1.1221
2023-02-14,1.042,1.122
2023-02-15,1.042,1.122
2023-02-16,1.042,1.122
2023-02-17,1.042,1.122
2023-02-20,1.0413,1.1213
2023-02-21,1.041,1.121
2023-02-22,1.0411,1.1211
2023-02-23,1.0409,1.1209
2023-02-24,1.0408,1.1208
2023-02-27,1.0407,1.1207
2023-02-28,1.0408,1.1208
2023-03-01,1.041,1.121
2023-03-02,1.0409,1.1209
2023-03-03,1.041,1.121
2023-03-06,1.0416,1.1216
2023-03-07,1.042,1.122
2023-03-08,1.042,1.122
2023-03-09,1.0421,1.1221
2023-03-10,1.0422,1.1222
2023-03-13,1.0423,1.1223
2023-03-14,1.0424,1.1224
2023-03-15,1.0423,1.1223
2023-03-16,1.0426,1.1226
2023-03-17,1.043,1.123
2023-03-20,1.0437,1.1237
2023-03-21,1.0435,1.1235
2023-03-22,1.0438,1.1238
2023-03-23,1.044,1.124
2023-03-24,1.0439,1.1239
2023-03-27,1.0442,1.1242
2023-03-28,1.0444,1.1244
2023-03-29,1.0447,1.1247
2023-03-30,1.0448,1.1248
2023-03-31,1.0451,1.1251
2023-04-03,1.0451,1.1251
2023-04-04,1.0449,1.1249
2023-04-06,1.0449,1.1249
2023-04-07,1.045,1.125
2023-04-10,1.0452,1.1252
2023-04-11,1.0454,1.1254
2023-04-12,1.0456,1.1256
2023-04-13,1.0456,1.1256
2023-04-14,1.0456,1.1256
2023-04-17,1.0456,1.1256
2023-04-18,1.0457,1.1257
2023-04-19,1.0461,1.1261
2023-04-20,1.0462,1.1262
2023-04-21,1.0464,1.1264
2023-04-24,1.0468,1.1268
2023-04-25,1.0469,1.1269
2023-04-26,1.0472,1.1272
2023-04-27,1.0478,1.1278
2023-04-28,1.0479,1.1279
2023-05-04,1.0485,1.1285
2023-05-05,1.0494,1.1294
2023-05-08,1.0491,1.1291
2023-05-09,1.0495,1.1295
2023-05-10,1.0503,1.1303
2023-05-11,1.0513,1.1313
2023-05-12,1.0513,1.1313
2023-05-15,1.051,1.131
2023-05-16,1.0509,1.1309
2023-05-17,1.0508,1.1308
2023-05-18,1.0508,1.1308
2023-05-19,1.0515,1.1315
2023-05-22,1.0523,1.1323
2023-05-23,1.053,1.133
2023-05-24,1.0528,1.1328
2023-05-25,1.0528,1.1328
2023-05-26,1.0526,1.1326
2023-05-29,1.0532,1.1332
2023-05-30,1.0534,1.1334
2023-05-31,1.054,1.134
2023-06-01,1.0545,1.1345
2023-06-02,1.0542,1.1342
2023-06-05,1.0547,1.1347
2023-06-06,1.0555,1.1355
2023-06-07,1.0556,1.1356
2023-06-08,1.0554,1.1354
2023-06-09,1.0559,1.1359
2023-06-12,1.0561,1.1361
2023-06-13,1.0569,1.1369
2023-06-14,1.0569,1.1369
2023-06-15,1.056,1.136
2023-06-16,1.0553,1.1353
2023-06-19,1.0544,1.1344
2023-06-20,1.055,1.135
2023-06-21,1.0553,1.1353
2023-06-26,1.0557,1.1357
2023-06-27,1.0557,1.1357
2023-06-28,1.0561,1.1361
2023-06-29,1.0565,1.1365
2023-06-30,1.0572,1.1372
2023-07-03,1.0573,1.1373
2023-07-04,1.0573,1.1373
2023-07-05,1.0576,1.1376
2023-07-06,1.0578,1.1378
2023-07-07,1.0582,1.1382
2023-07-10,1.0582,1.1382
2023-07-11,1.0583,1.1383
2023-07-12,1.0581,1.1381
2023-07-13,1.0579,1.1379
2023-07-14,1.058,1.138
2023-07-17,1.0583,1.1383
2023-07-18,1.0586,1.1386
2023-07-19,1.0586,1.1386
2023-07-20,1.0588,1.1388
2023-07-21,1.0592,1.1392
2023-07-24,1.0595,1.1395
2023-07-25,1.0579,1.1379
2023-07-26,1.0585,1.1385
2023-07-27,1.0591,1.1391
2023-07-28,1.0589,1.1389
2023-07-31,1.0587,1.1387
2023-08-01,1.059,1.139
2023-08-02,1.0594,1.1394
2023-08-03,1.0601,1.1401
2023-08-04,1.0602,1.1402
2023-08-07,1.0602,1.1402
2023-08-08,1.0604,1.1404
2023-08-09,1.0604,1.1404
2023-08-10,1.0603,1.1403
2023-08-11,1.0607,1.1407
2023-08-14,1.0612,1.1412
2023-08-15,1.062,1.142
2023-08-16,1.0622,1.1422
2023-08-17,1.0621,1.1421
2023-08-18,1.0624,1.1424
2023-08-21,1.0628,1.1428
2023-08-22,1.0625,1.1425
2023-08-23,1.0626,1.1426
2023-08-24,1.0627,1.1427
2023-08-25,1.0623,1.1423
2023-08-28,1.0618,1.1418
2023-08-29,1.0613,1.1413
2023-08-30,1.062,1.142
2023-08-31,1.0624,1.1424
2023-09-01,1.0619,1.1419
2023-09-04,1.0613,1.1413
2023-09-05,1.0615,1.1415
2023-09-06,1.0608,1.1408
2023-09-07,1.06,1.14
2023-09-08,1.0599,1.1399
2023-09-11,1.0596,1.1396
2023-09-12,1.06,1.14
2023-09-13,1.0605,1.1405
2023-09-14,1.0607,1.1407
2023-09-15,1.0605,1.1405
2023-09-18,1.0601,1.1401
2023-09-19,1.06,1.14
2023-09-20,1.06,1.14
2023-09-21,1.0606,1.1406
2023-09-22,1.0604,1.1404
2023-09-25,1.06,1.14
2023-09-26,1.0598,1.1398
2023-09-27,1.0602,1.1402
2023-09-28,1.0612,1.1412
2023-10-09,1.0619,1.1419
2023-10-10,1.0611,1.1411
2023-10-11,1.0603,1.1403
2023-10-12,1.0604,1.1404
2023-10-13,1.0607,1.1407
2023-10-16,1.0606,1.1406
2023-10-17,1.06,1.14
2023-10-18,1.0597,1.1397
2023-10-19,1.0588,1.1388
2023-10-20,1.059,1.139
2023-10-23,1.0595,1.1395
2023-10-24,1.0595,1.1395
2023-10-25,1.0603,1.1403
2023-10-26,1.0604,1.1404
2023-10-27,1.0608,1.1408
2023-10-30,1.0612,1.1412
2023-10-31,1.0616,1.1416
2023-11-01,1.0615,1.1415
2023-11-02,1.0619,1.1419
2023-11-03,1.0616,1.1416
2023-11-06,1.0615,1.1415
2023-11-07,1.0612,1.1412
2023-11-08,1.0612,1.1412
2023-11-09,1.0612,1.1412
2023-11-10,1.0616,1.1416
2023-11-13,1.062,1.142
2023-11-14,1.062,1.142
2023-11-15,1.0624,1.1424
2023-11-16,1.0628,1.1428
2023-11-17,1.0627,1.1427
2023-11-20,1.0626,1.1426
2023-11-21,1.0624,1.1424
2023-11-22,1.062,1.142
2023-11-23,1.0614,1.1414
2023-11-24,1.0613,1.1413
2023-11-27,1.061,1.141
2023-11-28,1.0611,1.1411
2023-11-29,1.061,1.141
2023-11-30,1.0614,1.1414
2023-12-01,1.0614,1.1414
2023-12-04,1.0614,1.1414
2023-12-05,1.0613,1.1413
2023-12-06,1.0608,1.1408
2023-12-07,1.0612,1.1412
2023-12-08,1.0617,1.1417
2023-12-11,1.0622,1.1422
2023-12-12,1.0627,1.1427
2023-12-13,1.0636,1.1436
2023-12-14,1.0639,1.1439
2023-12-15,1.0646,1.1446
2023-12-18,1.0649,1.1449
2023-12-19,1.0648,1.1448
2023-12-20,1.0646,1.1446
2023-12-21,1.0649,1.1449
2023-12-22,1.0651,1.1451
2023-12-25,1.0658,1.1458
2023-12-26,1.0666,1.1466
2023-12-27,1.0676,1.1476
2023-12-28,1.068,1.148
2023-12-29,1.0683,1.1483
2023-12-31,1.0684,1.1484
2024-01-02,1.0674,1.1474
2024-01-03,1.0673,1.1473
2024-01-04,1.0672,1.1472
2024-01-05,1.0678,1.1478
2024-01-08,1.0679,1.1479
2024-01-09,1.0683,1.1483
2024-01-10,1.0677,1.1477
2024-01-11,1.0678,1.1478
2024-01-12,1.0676,1.1476
2024-01-15,1.068,1.148
2024-01-16,1.0677,1.1477
2024-01-17,1.0681,1.1481
2024-01-18,1.0683,1.1483
2024-01-19,1.0688,1.1488
2024-01-22,1.0694,1.1494
2024-01-23,1.0693,1.1493
2024-01-24,1.0693,1.1493
2024-01-25,1.0707,1.1507
2024-01-26,1.0707,1.1507
2024-01-29,1.0714,1.1514
2024-01-30,1.073,1.153
2024-01-31,1.0734,1.1534
2024-02-01,1.0731,1.1531
2024-02-02,1.0731,1.1531
2024-02-05,1.0737,1.1537
2024-02-06,1.0725,1.1525
2024-02-07,1.0733,1.1533
2024-02-08,1.0735,1.1535
2024-02-19,1.0742,1.1542
2024-02-20,1.0752,1.1552
2024-02-21,1.0755,1.1555
2024-02-22,1.0763,1.1563
2024-02-23,1.077,1.157
2024-02-26,1.0779,1.1579
2024-02-27,1.0777,1.1577
2024-02-28,1.0782,1.1582
2024-02-29,1.0793,1.1593
2024-03-01,1.0778,1.1578
2024-03-04,1.0787,1.1587
2024-03-05,1.0796,1.1596
2024-03-06,1.0818,1.1618
2024-03-07,1.0808,1.1608
2024-03-08,1.0808,1.1608
2024-03-11,1.0801,1.1601
2024-03-12,1.0784,1.1584
2024-03-13,1.0783,1.1583
2024-03-14,1.0775,1.1575
2024-03-15,1.0786,1.1586
2024-03-18,1.0797,1.1597
2024-03-19,1.0806,1.1606
2024-03-20,1.0801,1.1601
2024-03-21,1.0806,1.1606
2024-03-22,1.0806,1.1606
2024-03-25,1.0804,1.1604
2024-03-26,1.0807,1.1607
2024-03-27,1.0824,1.1624
2024-03-28,1.0826,1.1626
2024-03-29,1.0828,1.1628
2024-04-01,1.0824,1.1624
2024-04-02,1.0829,1.1629
2024-04-03,1.0835,1.1635
2024-04-08,1.0842,1.1642
2024-04-09,1.0847,1.1647
2024-04-10,1.0848,1.1648
2024-04-11,1.0853,1.1653
2024-04-12,1.086,1.166
2024-04-15,1.086,1.166
2024-04-16,1.0858,1.1658
2024-04-17,1.086,1.166
2024-04-18,1.0868,1.1668
2024-04-19,1.0872,1.1672
2024-04-22,1.0875,1.1675
2024-04-23,1.0881,1.1681
2024-04-24,1.0873,1.1673
2024-04-25,1.0874,1.1674
2024-04-26,1.0869,1.1669
2024-04-29,1.0857,1.1657
2024-04-30,1.0867,1.1667
2024-05-06,1.0875,1.1675
2024-05-07,1.088,1.168
2024-05-08,1.0881,1.1681
2024-05-09,1.088,1.168
2024-05-10,1.0881,1.1681
2024-05-13,1.0885,1.1685
2024-05-14,1.0889,1.1689
2024-05-15,1.0892,1.1692
2024-05-16,1.0891,1.1691
2024-05-17,1.0877,1.1677
2024-05-20,1.088,1.168
2024-05-21,1.0888,1.1688
2024-05-22,1.0891,1.1691
2024-05-23,1.0894,1.1694
2024-05-24,1.0895,1.1695
2024-05-27,1.0897,1.1697
2024-05-28,1.0899,1.1699
2024-05-29,1.09,1.17
2024-05-30,1.0904,1.1704
2024-05-31,1.0908,1.1708
2024-06-03,1.0912,1.1712
2024-06-04,1.0914,1.1714
2024-06-05,1.0918,1.1718
2024-06-06,1.0921,1.1721
2024-06-07,1.0923,1.1723
2024-06-11,1.0927,1.1727
2024-06-12,1.0928,1.1728
2024-06-13,1.0931,1.1731
2024-06-14,1.0941,1.1741
2024-06-17,1.0944,1.1744
2024-06-18,1.0947,1.1747
2024-06-19,1.0949,1.1749
2024-06-20,1.0951,1.1751
2024-06-21,1.0955,1.1755
2024-06-24,1.0961,1.1761
2024-06-25,1.0966,1.1766
2024-06-26,1.0965,1.1765
2024-06-27,1.0968,1.1768
2024-06-28,1.0971,1.1771
2024-06-30,1.0973,1.1773
2024-07-01,1.0974,1.1774
2024-07-02,1.0976,1.1776
2024-07-03,1.0983,1.1783
2024-07-04,1.0986,1.1786
2024-07-05,1.0988,1.1788
2024-07-08,1.0988,1.1788
2024-07-09,1.0989,1.1789
2024-07-10,1.0989,1.1789
2024-07-11,1.0992,1.1792
2024-07-12,1.0996,1.1796
2024-07-15,1.0999,1.1799
2024-07-16,1.0998,1.1798
2024-07-17,1.0999,1.1799
2024-07-18,1.1,1.18
2024-07-19,1.1002,1.1802
2024-07-22,1.1006,1.1806
2024-07-23,1.1009,1.1809
2024-07-24,1.1011,1.1811
2024-07-25,1.1019,1.1819
2024-07-26,1.1021,1.1821
2024-07-29,1.1024,1.1824
2024-07-30,1.1026,1.1826
2024-07-31,1.1028,1.1828
2024-08-01,1.1031,1.1831
2024-08-02,1.1036,1.1836
2024-08-05,1.1041,1.1841
2024-08-06,1.1042,1.1842
2024-08-07,1.1044,1.1844
2024-08-08,1.1046,1.1846
2024-08-09,1.1042,1.1842
2024-08-12,1.1052,1.1852
2024-08-13,1.1052,1.1852
2024-08-14,1.1055,1.1855
2024-08-15,1.1057,1.1857
2024-08-16,1.1059,1.1859
2024-08-19,1.106,1.186
2024-08-20,1.1061,1.1861
2024-08-21,1.106,1.186
2024-08-22,1.1061,1.1861
2024-08-23,1.1061,1.1861
2024-08-26,1.1062,1.1862
2024-08-27,1.106,1.186
2024-08-28,1.106,1.186
2024-08-29,1.106,1.186
2024-08-30,1.1061,1.1861
2024-09-02,1.1065,1.1865
2024-09-03,1.1067,1.1867
2024-09-04,1.1067,1.1867
2024-09-05,1.1069,1.1869
2024-09-06,1.1069,1.1869
2024-09-09,1.1071,1.1871
2024-09-10,1.1071,1.1871
2024-09-11,1.1072,1.1872
2024-09-12,1.1073,1.1873
2024-09-13,1.1073,1.1873
2024-09-18,1.1081,1.1881
2024-09-19,1.1082,1.1882
2024-09-20,1.1079,1.1879
2024-09-23,1.108,1.188
2024-09-24,1.1076,1.1876
2024-09-25,1.1078,1.1878
2024-09-26,1.1076,1.1876
2024-09-27,1.1068,1.1868
2024-09-30,1.1039,1.1839
2024-10-08,1.1025,1.1825
2024-10-09,1.0988,1.1788
2024-10-10,1.0988,1.1788
2024-10-11,1.0994,1.1794
2024-10-14,1.1014,1.1814
2024-10-15,1.1045,1.1845
2024-10-16,1.1046,1.1846
2024-10-17,1.1053,1.1853
2024-10-18,1.1057,1.1857
2024-10-21,1.1061,1.1861
2024-10-22,1.106,1.186
2024-10-23,1.1056,1.1856
2024-10-24,1.1056,1.1856
2024-10-25,1.1053,1.1853
2024-10-28,1.1044,1.1844
2024-10-29,1.1042,1.1842
2024-10-30,1.1033,1.1833
2024-10-31,1.1041,1.1841
2024-11-01,1.1051,1.1851
2024-11-04,1.1067,1.1867
2024-11-05,1.1059,1.1859
2024-11-06,1.1056,1.1856
2024-11-07,1.1053,1.1853
2024-11-08,1.1048,1.1848
2024-11-11,1.1044,1.1844
2024-11-12,1.1043,1.1843
2024-11-13,1.1044,1.1844
